employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
56534,2,15,1,1,0,1,32,3,6,0,0,58,0
2625,1,13,1,1,1,1,30,5,5,0,0,50,0
63761,1,19,2,1,0,1,45,3,18,0,0,51,0
44014,3,20,1,0,1,1,33,4,6,1,0,65,0
70167,6,26,1,1,1,2,40,3,7,0,0,62,0
69776,1,17,2,1,1,2,37,3,5,1,1,52,1
71110,4,4,1,0,1,1,37,4,4,1,0,78,0
43559,4,2,1,1,1,1,29,3,5,1,0,77,0
62853,4,2,0,1,1,1,23,0,1,1,0,82,0
23521,3,2,1,1,0,1,23,0,1,0,0,68,0
62006,5,31,1,1,1,1,29,0,1,0,0,82,0
10017,5,30,1,1,0,1,29,5,2,0,0,88,0
5157,2,2,1,0,0,1,29,0,1,0,0,60,0
65801,3,23,2,0,0,1,39,2,15,0,0,69,0
30489,1,8,1,1,0,1,36,1,3,0,0,49,0
12065,1,2,2,1,2,1,33,5,6,1,0,86,1
21301,6,22,1,1,1,1,34,3,6,1,0,64,0
15954,5,22,0,1,0,1,29,0,1,1,0,79,1
31319,9,4,2,0,0,2,35,3,2,1,0,81,0
46330,2,14,2,0,0,1,35,4,7,1,0,59,0
6580,2,21,1,1,1,1,36,1,8,0,0,57,0
69050,1,2,2,1,0,1,41,5,3,1,0,54,0
19667,3,22,1,1,2,3,27,2,4,1,0,72,0
33760,2,7,1,1,0,1,30,2,2,1,0,61,0
61820,2,22,2,1,0,1,39,4,10,1,0,59,0
42481,1,33,1,1,0,3,33,3,3,0,0,48,0
15829,3,2,1,1,0,1,26,4,4,1,0,69,0
29315,5,22,1,0,0,2,31,5,3,1,0,83,0
56419,7,15,1,0,0,1,36,1,5,0,0,54,0
30476,1,15,1,1,0,1,48,3,11,0,0,54,0
28333,2,28,1,0,1,1,30,1,2,1,0,61,0
6688,1,2,2,1,0,1,49,2,19,0,0,45,0
14396,2,2,1,1,0,1,41,4,11,0,0,62,0
8825,2,27,1,0,0,1,41,3,3,0,0,61,0
43566,3,30,2,1,0,1,44,5,15,0,0,69,0
40194,6,2,2,1,0,1,38,1,10,0,0,63,0
72234,1,2,1,1,0,2,45,2,14,0,0,49,0
61085,5,13,1,1,0,1,41,3,5,1,0,85,0
49473,6,2,1,0,0,1,48,3,17,0,0,57,0
7989,4,22,2,0,0,1,32,3,10,0,0,77,0
11673,1,16,1,1,1,1,24,2,2,0,0,48,0
16645,4,5,1,1,1,1,37,1,2,0,0,75,0
15285,1,27,1,1,1,2,32,1,3,0,0,52,0
11579,7,7,2,0,1,1,42,5,5,1,0,53,0
4794,1,27,1,1,0,1,32,5,4,1,0,55,1
69783,3,2,0,1,0,1,25,3,2,0,0,78,1
75572,4,2,1,1,0,2,34,3,6,0,0,78,0
11208,6,2,1,0,0,1,51,3,7,1,0,61,0
29383,4,15,1,0,1,2,30,3,7,0,0,90,1
64260,1,15,1,1,0,1,20,5,2,0,0,48,0
10867,1,2,0,1,1,4,24,3,3,0,0,48,0
824,1,22,1,1,0,1,27,5,5,0,0,52,0
50498,2,7,1,0,1,2,33,5,10,1,0,61,0
38785,1,16,1,1,0,2,30,4,2,0,0,48,0
67594,8,27,1,1,0,1,30,5,2,1,0,59,0
47619,2,22,1,1,0,1,52,4,4,1,0,60,0
75199,1,31,1,0,0,1,28,4,3,0,0,48,0
32193,1,4,1,1,0,1,33,3,5,1,0,46,0
6792,2,2,2,0,1,1,39,5,8,1,0,62,1
73469,4,17,1,1,1,1,33,3,10,1,0,76,1
16553,9,2,2,1,1,1,38,3,8,0,0,80,0
76345,3,2,1,0,0,1,54,4,9,0,0,69,0
22312,1,13,1,1,1,1,52,5,7,0,0,44,0
19201,7,22,2,0,0,1,38,4,4,1,0,48,0
40402,5,15,1,1,1,1,28,0,1,0,0,85,0
61940,5,32,2,1,1,1,30,0,1,0,0,86,0
62340,1,4,1,1,0,1,30,5,3,1,1,49,1
35710,1,2,1,1,1,1,36,1,4,1,0,51,0
59647,1,25,2,1,1,1,36,4,10,0,0,52,0
17621,5,2,1,1,1,1,32,4,9,0,0,82,0
50744,2,23,1,0,0,1,31,3,9,1,0,60,1
32549,6,15,2,1,1,2,35,4,3,0,0,58,0
72617,2,19,1,1,0,2,32,3,6,0,0,62,0
22410,3,17,1,1,0,1,42,5,4,1,0,68,0
19187,4,2,2,1,1,1,40,5,10,1,0,78,1
23816,1,7,0,1,0,2,28,1,5,0,0,51,0
53035,2,11,1,1,1,1,28,3,2,0,0,57,0
7333,1,25,1,1,1,2,31,3,3,0,0,50,0
60805,1,16,2,1,0,2,36,3,7,0,0,50,0
7543,1,2,1,1,0,1,50,1,4,0,0,51,0
37055,1,2,0,1,0,1,34,1,7,0,0,50,0
22174,1,2,0,1,0,1,30,3,4,1,0,50,0
41885,4,2,2,0,1,1,39,2,10,0,0,82,0
37419,4,1,2,1,0,1,33,2,6,0,0,78,0
29674,4,33,1,1,1,2,29,3,5,0,0,82,0
40111,9,22,1,1,1,1,28,0,1,0,0,84,0
47916,3,16,1,0,1,1,25,5,2,1,0,63,0
36127,3,2,2,0,0,1,58,1,9,0,0,73,0
59893,1,25,1,1,1,2,27,0,1,0,0,50,0
10132,3,22,2,1,0,1,41,3,12,0,0,74,0
72755,9,2,1,1,0,2,32,0,1,1,0,85,0
20227,1,28,1,1,0,1,37,5,2,0,0,51,0
18829,2,2,0,0,0,1,53,5,15,0,0,62,0
34411,2,15,1,1,0,2,33,3,6,1,0,62,0
74963,3,2,2,1,0,2,31,4,7,0,0,68,0
12738,2,14,1,1,0,1,35,5,5,1,0,65,0
50596,2,2,1,1,0,1,58,3,10,0,0,61,0
76527,1,22,1,0,0,1,31,4,5,1,0,52,0
58876,1,13,1,0,0,1,36,1,6,0,0,51,0
57156,7,22,1,1,1,2,27,3,1,0,0,51,0
50605,3,2,0,1,0,2,22,3,2,0,0,72,0
47105,3,34,1,1,0,1,29,2,5,0,0,66,0
63109,6,7,2,1,0,1,31,2,6,0,1,72,1
63776,7,2,1,0,0,1,37,3,7,0,0,49,0
67876,2,31,1,0,1,1,34,3,5,0,0,65,0
20378,5,28,1,1,0,1,30,2,2,0,0,83,0
16096,9,11,1,1,0,3,31,0,1,0,0,84,0
22276,2,2,2,1,0,1,39,5,4,1,0,62,0
315,7,2,1,1,0,1,49,3,6,0,1,62,1
48485,1,8,1,1,0,1,29,3,3,0,0,49,0
43883,2,8,2,0,0,1,30,5,5,1,0,55,0
13697,2,15,2,1,2,2,36,5,8,0,0,58,0
10859,1,28,2,1,1,1,34,1,7,0,0,50,0
19895,4,8,1,1,1,1,31,5,3,1,0,83,0
56505,3,4,2,1,0,1,37,5,11,1,0,68,0
23596,2,15,1,1,0,1,36,5,7,0,0,55,0
17553,1,1,1,1,1,1,31,3,2,0,0,46,0
37540,2,26,1,1,0,2,29,4,7,0,0,63,0
19146,2,22,1,1,1,1,36,4,2,1,0,56,0
12863,1,3,1,1,0,3,36,4,8,0,0,45,0
16359,2,31,1,1,0,1,41,2,8,0,0,61,0
27819,8,2,2,1,0,1,59,4,7,1,1,62,0
6047,2,32,0,0,0,1,28,3,4,0,0,61,0
388,1,2,1,1,0,2,24,3,3,0,0,53,0
19225,3,2,2,0,1,1,38,4,9,0,0,73,0
70169,1,27,1,1,0,1,25,1,2,0,0,54,0
9674,2,22,1,1,0,1,31,5,6,1,0,65,0
18157,1,15,1,1,1,2,43,1,13,0,0,49,0
59356,1,25,1,1,1,1,30,5,7,0,0,52,0
7698,1,7,2,1,1,1,51,3,5,0,0,44,0
46387,2,2,1,0,0,1,29,3,2,1,0,55,0
16750,4,5,2,1,0,1,41,3,9,0,0,76,0
38841,3,2,1,0,0,1,24,0,1,0,0,71,0
21812,1,31,1,1,1,1,38,1,10,0,0,46,0
39264,2,5,1,1,0,2,39,3,10,0,0,62,0
8737,2,27,2,1,0,1,42,5,2,1,0,61,0
31928,5,12,1,1,1,2,33,5,3,0,0,85,0
13935,9,2,0,1,1,2,25,5,2,1,0,82,0
13425,4,24,1,1,0,2,31,1,6,0,0,75,0
52930,1,15,2,1,0,1,33,1,7,0,0,48,0
77947,1,15,1,1,1,1,27,2,4,0,0,46,0
76277,4,2,1,0,1,1,50,4,5,1,0,77,0
67033,3,6,1,1,1,2,27,3,2,0,0,69,0
72130,2,7,2,0,0,1,40,5,11,0,0,60,0
71672,3,22,2,1,1,1,39,4,5,1,0,69,0
49994,4,27,1,0,1,1,36,4,7,1,0,82,0
7265,1,9,1,1,0,1,30,1,3,0,0,48,0
60521,1,7,1,1,1,1,28,0,1,0,0,52,0
1701,1,13,2,1,0,1,40,5,7,1,0,53,0
13680,1,2,1,1,0,1,35,4,7,1,0,47,0
33670,3,2,1,0,0,1,31,1,4,0,0,73,0
60657,3,2,1,0,1,1,24,4,2,0,0,69,0
14235,7,2,2,0,0,1,59,5,18,1,0,45,0
5210,4,22,1,0,0,1,31,3,5,0,0,71,0
22106,7,20,2,1,1,1,33,1,5,0,0,51,0
17730,2,22,2,1,1,2,42,3,11,0,0,62,0
2245,3,2,2,1,0,1,43,3,7,1,0,69,0
49258,4,9,2,1,0,1,31,3,4,0,0,80,0
29693,2,22,1,0,0,2,32,5,5,1,0,63,0
755,1,11,1,1,0,1,23,0,1,0,0,46,0
66445,3,2,1,1,1,1,30,1,4,0,0,66,0
20292,1,2,1,1,2,1,34,4,2,0,0,51,0
44183,2,2,1,0,0,1,28,2,3,1,0,62,0
57188,2,31,1,0,0,1,25,3,2,0,0,64,0
53164,2,15,1,1,1,1,35,5,9,1,0,62,0
19392,6,2,1,1,0,1,40,5,12,1,0,62,0
17329,9,2,1,1,0,3,27,5,2,0,0,86,0
49234,2,19,1,1,0,1,36,5,9,0,0,74,1
7577,1,2,1,1,1,1,20,0,1,0,0,49,0
47751,5,22,1,1,2,1,27,5,3,1,0,87,0
35226,1,4,1,0,0,2,30,3,2,0,0,50,0
17531,2,19,2,0,1,1,40,5,5,0,0,57,0
76247,7,27,1,1,1,1,26,5,3,1,0,50,1
12384,3,2,1,0,0,1,35,2,6,0,0,71,0
55717,4,13,1,1,1,1,55,3,13,1,0,79,0
42529,1,2,1,1,1,1,45,3,15,0,0,51,0
71194,1,28,2,1,1,1,38,5,5,1,0,49,0
12004,7,2,1,0,1,1,25,0,1,0,0,48,0
1154,6,2,1,1,1,2,36,4,11,0,0,61,0
61110,5,4,2,1,0,1,43,3,14,0,0,85,0
10133,4,27,2,0,0,2,36,3,8,0,0,83,0
42391,1,1,2,1,0,1,33,3,7,0,0,50,0
53739,7,15,2,1,1,1,34,3,7,0,0,50,0
7781,3,11,1,0,1,1,28,5,4,1,0,67,0
62962,2,2,2,0,0,1,55,5,11,1,0,85,1
67889,1,15,1,1,0,3,27,3,1,1,0,51,0
71115,1,16,1,1,0,1,26,2,2,0,0,48,0
34646,1,22,1,1,0,2,26,2,2,0,0,51,0
47933,2,22,2,1,0,2,32,4,6,0,0,62,0
78063,4,13,2,0,1,1,35,3,9,0,0,83,0
36983,2,2,2,0,1,1,51,2,4,1,0,58,0
196,7,7,1,0,0,1,35,3,7,0,0,46,0
58100,7,15,1,1,1,1,33,1,5,0,0,53,0
24317,2,2,2,0,2,1,39,3,6,0,0,56,0
48920,2,7,2,1,1,1,55,5,15,0,0,76,1
1372,3,26,1,1,1,2,31,3,5,0,0,68,0
35087,1,25,2,1,0,1,38,1,11,0,0,54,0
36887,3,2,2,1,1,2,49,2,12,0,0,71,0
12231,1,22,1,1,1,1,33,4,8,0,0,48,0
70626,1,2,0,1,0,3,24,3,3,0,0,47,0
12296,3,2,2,0,1,1,56,3,16,0,0,65,0
78212,1,2,1,0,1,1,58,3,14,1,0,51,0
3142,2,30,1,1,0,1,28,1,3,0,0,59,0
77622,9,29,1,1,1,1,29,3,3,0,0,83,0
28964,3,17,1,0,0,1,33,5,7,1,0,92,1
35632,6,2,1,0,1,1,32,3,4,0,0,61,0
19656,4,31,1,1,1,2,28,3,4,0,0,82,0
70176,7,2,1,0,0,1,52,5,16,0,0,49,0
19642,6,31,1,1,0,1,30,3,3,0,0,61,0
40224,1,4,2,1,0,1,45,3,5,0,0,45,0
25525,2,21,1,1,1,3,44,3,14,0,0,56,0
42686,1,27,0,1,1,1,34,2,7,0,0,52,0
20840,5,27,1,1,1,1,28,0,1,0,0,78,0
74273,1,20,1,1,0,1,27,3,3,0,0,52,0
9134,2,33,1,0,0,1,27,3,4,0,0,57,0
60049,5,13,1,1,0,1,29,3,3,0,0,84,0
53554,1,34,1,1,0,1,25,3,2,0,0,53,0
73013,2,2,1,0,0,1,35,5,7,0,0,58,0
59544,4,2,1,0,0,1,56,1,15,0,0,79,0
44977,6,7,1,1,1,2,30,3,2,0,0,61,0
876,6,2,2,1,0,2,57,4,7,1,0,58,0
53609,4,10,2,1,0,1,33,1,10,0,0,80,0
23779,3,2,2,0,1,1,32,3,5,1,0,70,1
76457,2,28,1,0,1,2,26,5,2,1,0,62,0
5578,7,2,2,1,1,1,59,3,18,0,0,53,0
45723,1,16,1,1,0,1,56,3,2,0,0,51,0
23832,2,15,1,1,1,1,37,3,7,1,0,55,1
32168,6,26,1,1,0,1,26,0,1,1,0,59,1
19751,2,13,1,0,1,1,45,3,4,0,0,63,0
34135,1,2,2,1,0,1,60,5,18,1,0,51,0
18445,1,26,1,1,0,1,33,4,6,0,0,51,0
3135,3,5,1,0,1,1,31,3,5,0,0,72,0
67828,2,22,1,1,1,2,36,5,4,1,0,57,0
35149,1,7,1,1,0,1,26,1,2,1,0,50,0
48024,4,23,2,1,0,1,32,3,5,1,0,79,1
25141,5,22,1,1,1,1,25,3,3,0,0,84,0
47372,3,2,2,0,1,1,35,5,10,0,0,80,1
45643,1,7,1,1,0,4,40,3,9,0,0,53,0
34212,3,2,1,0,2,1,30,1,3,1,0,69,0
41964,4,27,1,1,2,2,27,0,1,0,1,81,0
13306,4,2,2,0,0,1,59,4,18,1,0,84,0
45352,1,31,2,1,1,1,40,2,7,0,0,50,0
24217,2,13,1,1,1,1,58,3,3,1,0,55,0
38303,3,2,2,1,1,2,33,5,4,1,0,68,0
44514,4,30,2,1,1,1,43,3,14,0,0,77,0
17654,3,17,1,0,1,1,42,2,7,0,0,69,0
46192,2,22,2,1,0,2,47,5,7,0,0,55,0
54883,1,32,1,1,1,1,42,4,14,0,0,46,0
36984,1,22,1,1,1,2,26,1,2,0,0,45,0
63220,5,27,1,1,1,1,29,2,5,0,0,82,0
10440,2,31,1,1,0,1,33,4,6,0,0,56,0
72373,2,11,1,1,0,1,36,2,7,0,0,64,0
20253,1,29,1,1,0,1,27,2,4,0,0,49,0
16052,1,13,1,1,2,1,30,2,5,1,0,49,0
22021,1,26,1,1,0,1,26,2,5,0,0,50,0
8484,1,9,2,1,0,1,33,1,3,0,0,48,0
68589,3,21,2,0,0,1,31,3,5,0,0,71,0
53183,4,23,1,0,0,1,29,2,3,0,0,82,0
9138,5,2,2,1,1,1,50,3,18,0,0,82,0
2166,7,2,1,1,0,1,50,3,21,0,0,48,0
56181,1,2,1,1,0,2,54,1,5,0,0,44,0
76814,3,20,1,1,1,1,34,3,10,0,0,69,0
42425,4,31,2,1,1,1,44,3,4,0,0,81,0
62074,1,2,2,1,1,1,55,3,7,0,0,52,0
27521,1,2,1,1,0,1,59,4,16,0,0,51,0
73961,2,2,1,1,0,1,43,3,4,0,0,56,0
8226,5,13,2,1,0,1,33,5,5,1,0,85,0
1845,2,14,1,0,1,1,27,3,4,0,0,60,0
39352,2,22,2,1,0,1,40,4,3,0,0,60,0
12926,7,22,1,0,1,1,27,5,4,1,0,52,0
77998,3,15,1,0,0,1,39,5,7,0,0,85,1
38400,2,2,1,0,1,1,30,1,6,0,0,58,0
66102,1,30,1,1,0,1,40,5,9,0,0,49,0
59945,1,9,1,0,0,1,31,1,5,0,0,52,0
57636,2,2,1,1,1,1,46,3,7,1,0,63,0
49121,4,26,1,1,0,1,28,1,4,0,0,80,0
54015,1,2,1,1,0,2,32,5,7,0,0,47,0
18087,1,31,1,1,0,1,32,1,3,0,0,55,0
45692,1,28,2,1,0,1,33,1,5,0,0,49,0
47873,3,15,1,1,0,1,30,3,5,0,0,86,1
21274,1,2,1,1,2,1,39,5,5,1,0,50,0
24389,4,2,1,0,0,1,30,4,6,0,0,84,0
18644,9,22,1,1,2,1,27,5,6,1,0,94,1
29680,5,7,2,1,0,1,35,3,9,1,0,83,0
39198,7,22,2,0,0,1,30,4,9,0,0,50,0
20637,2,23,1,0,0,1,31,5,6,1,0,57,0
48670,3,2,2,1,1,4,43,3,14,0,0,67,0
20399,1,11,1,1,0,1,31,4,6,1,0,45,0
42280,6,6,1,0,0,1,28,3,2,0,0,57,0
27759,6,13,1,1,0,2,26,5,2,1,0,59,0
21949,1,2,1,1,0,2,22,0,1,1,1,48,1
56860,1,7,2,0,1,1,44,5,6,0,0,51,0
64084,1,2,0,1,1,1,39,3,2,1,1,44,0
7528,5,15,2,1,1,2,38,5,3,1,0,86,0
58751,3,2,0,0,0,1,21,2,2,0,0,72,0
62104,1,34,1,1,1,1,29,3,2,0,0,46,0
34939,1,20,2,1,1,1,34,1,4,1,0,52,0
15145,1,2,0,1,0,1,35,1,3,0,0,52,0
72596,3,22,2,1,0,1,54,3,15,0,1,82,1
59605,2,15,1,1,0,1,36,5,3,1,0,62,0
40098,3,2,2,1,1,1,47,3,6,0,0,72,0
27342,2,6,1,1,0,1,29,2,4,0,0,62,0
2751,1,4,2,1,1,1,33,5,8,0,0,48,0
61583,4,2,1,1,0,1,43,4,8,1,0,86,0
15277,7,2,1,0,1,1,27,2,2,0,0,48,0
74818,2,26,1,0,0,1,43,4,15,0,0,60,0
59899,5,17,1,1,0,1,32,5,3,0,0,86,0
68461,3,22,2,0,0,1,35,4,5,1,0,68,0
304,1,22,1,0,1,1,32,3,8,0,0,50,0
7084,7,2,1,0,0,1,26,4,2,0,0,48,0
5517,1,19,1,1,0,1,35,5,7,0,0,53,0
42404,5,22,1,0,1,2,26,5,3,1,0,86,0
62847,2,30,1,0,0,1,35,3,8,0,0,58,0
55960,3,22,1,1,1,1,26,1,2,0,0,72,0
2917,2,29,1,1,0,1,38,5,2,1,0,60,0
2597,2,22,2,1,0,1,30,5,5,1,0,61,0
65075,9,29,1,1,0,1,34,3,7,0,0,85,0
69872,2,20,1,1,1,1,26,3,2,0,0,58,0
50397,5,2,2,1,1,2,58,3,14,0,0,84,0
24021,4,5,1,1,0,1,42,3,4,0,0,82,0
12950,5,28,1,1,0,1,29,3,2,0,0,85,0
63627,2,27,1,1,0,2,33,3,6,0,0,58,0
35824,6,2,1,0,0,3,32,3,4,0,0,59,0
27031,1,16,1,1,0,1,36,4,10,1,0,60,1
4629,7,2,1,1,1,1,31,1,2,0,0,50,0
5928,2,2,2,1,0,1,37,1,9,0,0,58,0
37872,1,4,2,1,0,1,57,5,16,1,0,49,0
1658,3,23,2,1,1,1,32,3,8,0,0,76,0
51650,7,22,1,0,2,1,27,5,4,1,0,45,0
32433,1,4,2,1,0,2,43,1,9,0,0,50,0
5299,1,25,2,1,0,1,36,1,2,0,0,49,0
39127,3,2,1,1,0,1,55,3,5,0,0,68,0
37312,1,26,2,1,0,1,49,4,9,0,0,51,0
49488,5,11,1,1,0,1,34,4,8,0,0,90,0
26408,1,2,1,1,0,1,30,1,5,0,0,51,0
10432,2,27,1,1,0,1,31,5,6,1,0,94,1
13897,2,13,1,0,0,1,49,4,15,0,0,60,0
17735,4,22,1,1,2,3,26,4,4,0,0,77,0
48772,1,32,2,1,1,1,28,3,3,0,0,49,0
8349,4,2,1,0,1,1,31,4,2,1,0,75,0
53588,3,13,2,1,1,1,37,5,10,1,0,70,0
70549,1,26,0,1,0,1,22,2,2,0,0,51,0
61672,6,22,1,1,0,2,28,3,2,0,0,59,0
5057,5,28,1,1,0,1,32,2,5,0,0,84,0
25399,2,2,2,1,1,1,41,3,10,1,0,55,0
22629,7,2,2,0,2,1,44,5,5,1,0,47,0
30195,6,28,1,1,0,1,29,5,3,1,0,57,0
43447,1,26,0,0,0,1,22,0,1,0,0,53,0
15804,1,2,1,1,0,1,36,2,8,0,0,49,0
2834,4,2,1,1,2,1,30,4,4,1,0,79,0
57653,2,31,1,1,0,1,24,0,1,0,0,59,0
15206,2,22,1,0,0,2,31,3,4,1,0,55,1
3038,4,33,1,1,0,1,27,0,1,0,0,75,0
64276,2,7,2,0,1,1,37,5,8,1,0,58,0
5365,1,23,0,1,1,1,33,4,10,0,0,46,0
54268,4,2,1,0,1,1,47,3,5,0,0,78,0
66458,4,23,1,1,1,1,33,4,2,0,0,80,0
73761,2,2,2,0,1,1,40,4,2,1,0,62,1
59400,4,2,1,0,0,1,26,0,1,0,0,77,0
69219,4,27,1,0,0,1,36,4,7,1,0,75,0
688,6,30,1,1,1,3,26,3,4,0,0,56,0
40033,5,31,1,1,1,2,45,5,11,0,0,82,0
20273,4,5,1,1,0,2,39,3,2,0,0,80,0
30808,1,22,0,0,0,1,27,3,5,0,0,50,0
57871,1,22,1,1,0,1,27,4,5,1,0,50,0
57476,1,2,0,1,1,1,55,2,25,0,0,51,0
70141,2,13,1,0,1,1,34,5,7,0,0,63,0
50139,6,29,1,1,0,1,31,3,2,0,0,59,0
6380,4,17,1,1,1,1,30,3,1,0,0,78,0
41389,1,31,1,1,0,1,27,3,6,0,0,49,0
52513,1,22,1,1,1,1,39,1,8,0,0,50,0
54384,2,6,1,0,0,1,28,3,3,0,0,58,0
36162,1,10,2,1,1,1,50,3,9,0,0,48,0
12471,9,2,1,1,0,1,36,5,2,1,0,83,0
69533,1,7,1,0,1,1,27,5,2,0,0,50,0
68642,5,26,1,1,1,3,31,4,4,0,0,89,0
36969,2,22,1,0,0,1,35,5,4,1,0,59,1
41278,3,13,1,1,0,1,32,2,6,0,0,71,0
13372,2,19,1,0,0,1,34,3,6,0,0,63,0
74921,9,22,1,1,1,1,32,1,5,0,0,86,0
41426,1,13,1,1,1,1,25,5,3,0,0,49,0
12097,2,27,1,0,0,2,26,3,2,0,0,58,0
77616,1,23,1,1,1,1,44,3,15,0,0,51,0
56627,1,7,2,0,0,1,34,5,10,0,0,47,0
23501,4,2,1,1,0,2,41,2,6,0,0,82,0
36505,4,20,1,1,1,1,26,5,3,1,0,81,1
38763,4,27,1,1,0,1,32,3,7,0,0,82,0
40476,2,7,1,0,0,1,39,4,4,0,0,60,0
14484,2,15,2,1,1,1,52,4,4,0,0,63,0
45048,6,31,1,1,1,2,32,4,2,1,0,54,0
8984,1,25,1,0,1,1,30,3,7,1,0,46,0
69437,2,32,1,1,1,1,31,2,5,0,1,57,0
37807,4,2,1,0,0,2,33,2,3,0,0,84,0
57840,8,7,2,1,0,1,54,5,18,0,0,94,1
25091,2,27,1,1,0,1,45,3,6,0,0,62,0
54472,7,2,1,1,1,1,38,5,10,1,0,50,0
14284,1,10,2,0,0,1,33,3,7,0,0,53,0
51488,2,16,2,1,0,1,39,4,7,0,0,61,0
27454,5,1,1,1,1,1,32,3,5,1,0,86,0
76671,2,2,1,1,0,1,38,1,7,0,0,65,0
48973,1,24,2,1,0,1,30,3,5,0,0,50,0
60976,2,26,0,1,0,1,29,4,3,1,0,61,0
47966,7,7,2,1,1,1,50,3,19,0,0,53,0
49281,2,2,1,0,0,1,57,3,5,1,0,61,0
66442,4,2,1,1,1,1,27,0,1,0,0,79,0
42037,5,7,0,1,0,1,28,2,2,0,0,85,0
14553,1,22,1,0,1,1,28,5,5,1,0,48,0
75561,5,22,1,0,0,1,37,2,3,0,0,86,0
73132,2,11,1,1,1,1,37,3,7,0,0,60,0
33198,2,8,1,1,1,1,29,5,2,0,0,58,0
40724,1,2,2,0,1,1,39,4,5,1,0,46,0
56393,3,23,2,1,1,1,42,1,11,0,0,70,0
12867,2,15,1,0,0,1,38,3,10,0,0,63,0
28241,7,20,1,0,0,1,28,0,1,0,0,51,0
76995,3,3,1,1,0,2,30,3,4,1,0,71,1
67569,3,7,1,0,1,2,43,3,6,1,0,66,0
46527,4,2,1,1,1,1,49,3,11,0,0,79,0
73946,1,13,1,1,0,1,46,4,15,0,0,49,0
9778,2,32,1,1,0,2,39,5,3,1,0,61,0
18430,1,7,1,1,1,2,39,3,10,0,0,50,0
60648,4,14,1,0,0,1,53,5,2,0,0,81,0
76270,5,6,1,1,0,1,29,3,7,1,0,81,0
17934,1,25,1,1,1,1,36,1,10,0,0,49,0
38169,4,26,1,1,0,1,35,2,3,0,0,77,0
73824,6,28,1,1,1,2,29,5,3,1,0,56,1
38701,5,27,1,1,0,1,28,0,1,0,0,82,0
61532,1,22,1,1,1,1,35,3,6,1,0,49,0
30042,2,15,1,1,1,1,36,5,9,1,0,61,1
5080,1,4,2,1,1,1,51,5,12,0,0,46,0
26895,6,13,1,1,1,1,34,3,3,0,0,60,0
53633,1,20,1,0,0,1,29,5,6,0,0,50,0
34415,1,13,1,1,0,1,34,5,10,1,0,47,0
3009,3,11,1,1,0,2,29,1,8,0,0,72,0
40440,8,2,2,1,0,1,54,1,13,0,0,62,0
9928,6,13,1,0,0,1,35,3,7,0,0,64,0
69807,3,2,1,0,1,2,38,3,7,0,0,67,0
56832,5,29,1,1,1,3,31,3,5,0,0,83,0
52516,3,22,2,0,0,2,36,3,2,0,0,70,0
10794,2,13,1,1,1,1,32,4,4,1,0,57,0
3884,3,7,0,0,1,3,25,0,1,0,0,70,0
65977,5,15,1,1,0,1,45,4,2,1,0,86,0
36219,4,27,1,1,0,1,33,3,7,1,0,83,0
63039,2,20,1,1,0,1,33,3,5,0,0,58,0
23112,1,7,1,1,1,1,35,1,8,0,0,45,0
8244,2,1,1,0,0,1,25,0,1,1,0,62,0
66172,2,22,2,0,0,1,46,5,5,1,0,60,0
25775,1,1,1,1,0,1,28,3,4,1,0,47,0
50749,4,10,2,1,1,1,36,5,11,1,0,76,0
77141,2,2,1,1,1,1,53,4,8,0,0,59,0
31705,2,2,1,0,1,1,37,5,11,1,0,57,1
72101,1,7,1,1,1,1,33,4,7,0,0,49,0
56754,3,22,1,0,0,2,30,1,4,0,0,71,0
47821,2,26,2,0,1,1,34,2,7,0,0,63,0
25345,8,2,1,1,1,1,46,3,6,0,0,60,0
64880,1,2,0,0,1,1,53,3,4,0,0,45,0
65298,1,7,1,1,1,1,54,3,12,0,0,52,0
42536,5,2,2,1,0,1,60,4,2,1,0,87,0
35718,1,31,1,1,1,2,34,5,6,1,0,51,1
9402,2,2,2,1,0,1,55,1,6,1,0,62,0
76529,1,28,2,1,1,1,33,3,7,1,0,44,0
15810,3,2,1,1,0,3,53,3,5,0,0,72,0
36412,7,13,1,1,0,1,25,0,1,0,0,50,0
7119,5,30,1,1,1,1,29,5,4,0,0,85,1
47297,1,15,1,1,1,1,44,3,11,0,0,51,0
30776,5,22,1,1,0,1,26,1,2,1,0,84,0
11316,1,2,1,1,1,1,25,0,1,0,0,53,0
46564,4,2,1,0,2,2,27,5,2,0,0,79,0
14419,2,2,2,1,1,1,51,5,9,1,0,55,0
17976,1,16,1,0,1,1,38,4,10,1,0,48,0
62381,7,15,1,0,0,1,27,3,3,1,0,49,0
29192,1,22,1,1,0,2,34,1,9,0,0,47,0
37588,2,26,2,1,1,1,44,5,6,0,0,56,0
22879,7,2,1,1,1,1,35,5,9,1,0,52,0
9899,1,13,1,1,0,1,37,5,14,1,0,52,0
45017,1,4,1,1,0,1,40,4,2,0,0,50,0
1532,4,13,1,1,0,1,38,3,9,0,0,79,0
23290,1,31,1,1,0,1,36,1,5,0,0,50,0
49712,2,26,1,1,1,1,38,3,10,0,0,63,0
61184,2,8,1,1,0,1,25,5,3,1,0,64,0
55648,5,22,1,0,0,1,29,3,6,0,0,88,0
